click_par,channel,page_name,create_dt
{"_portal_screenTrace_map":578},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":327},MOBILE-WEB,dispatch_人工调度台,2022-05-26
{"_portal_screenTrace":326},MOBILE-WEB,dispatch_人工调度台,2022-05-26
{"_portal_screenTrace_map":318},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":58},MOBILE-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":45},MOBILE-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":63},MOBILE-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":284},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":596},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":348},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":730},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":518},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":31},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":21},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":340},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":242},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":25},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace":27},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":163},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":348},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":363},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":444},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":361},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":381},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":470},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":570},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":468},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":501},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":380},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":566},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":459},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":452},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":349},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":501},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":509},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":443},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":344},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":425},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":573},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":428},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":641},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":492},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":530},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":370},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":454},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":574},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":531},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":440},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":421},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":354},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":388},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":378},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":460},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":409},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":476},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":12007},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":435},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":448},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":475},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":470},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":432},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":492},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":416},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":454},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":481},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":429},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":423},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":447},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":294},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":345},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":488},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":336},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":423},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":406},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":499},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":589},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":539},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":368},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":818},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":460},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":403},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":463},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":420},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":506},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":473},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":426},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":449},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":530},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":475},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":397},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":403},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":434},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":435},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":372},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":332},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":484},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":347},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":330},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":501},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":423},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":436},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":359},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":594},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":459},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":425},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":403},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":384},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":459},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":487},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":500},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":6300},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":450},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":555},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":405},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":435},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":396},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":377},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":473},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":436},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":462},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":520},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":402},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":483},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":600},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":401},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":373},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":409},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":470},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":657},PC-WEB,resident_人工调度台,2022-05-26
{"_portal_screenTrace_map":521},PC-WEB,resident_人工调度台,2022-05-26
