click_par,channel,page_name,create_dt
{"_portal_screenTrace":917},WECHAT-MP,orderDispatch_人工调度台,2022-05-05
{"_portal_screenTrace":797},MOBILE-WEB,orderDispatch_人工调度台,2022-05-05
{"_portal_screenTrace":90},MOBILE-WEB,orderDispatch_人工调度台,2022-05-05
{"_portal_screenTrace":114},MOBILE-WEB,orderDispatch_人工调度台,2022-05-05
{"_portal_screenTrace":1065},PC-WEB,orderDispatch_人工调度台,2022-05-05
{"_portal_screenTrace":764},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":828},PC-WEB,orderDispatch_人工调度台,2022-05-05
{"_portal_screenTrace":800},PC-WEB,orderDispatch_人工调度台,2022-05-05
{"_portal_screenTrace":568},PC-WEB,orderDispatch_人工调度台,2022-05-05
{"_portal_screenTrace_map":434},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":440},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":603},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":508},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":589},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":455},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":377},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":449},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":456},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":370},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":545},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":374},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":414},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":510},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":469},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":421},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":389},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":387},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":475},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":440},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":388},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":487},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":396},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":400},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":490},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":460},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":451},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":470},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":351},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":412},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":531},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":678},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":499},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":454},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":539},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":420},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":414},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":426},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":611},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":388},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":387},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":474},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":404},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":463},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":388},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":493},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":426},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":342},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":543},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":513},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":415},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":411},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":413},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":448},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":553},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":398},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":462},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":469},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":669},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":403},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":438},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":382},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":420},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":444},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":550},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":414},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":481},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":518},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":428},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":419},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":458},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":402},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":510},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":365},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":550},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":495},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":772},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":565},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":546},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":472},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":530},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":443},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":521},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":454},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":461},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":408},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":322},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":428},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":504},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":365},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":515},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":478},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":363},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":493},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":540},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":348},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":451},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":431},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":409},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":479},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":556},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":386},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":499},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":446},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":489},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":583},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":523},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":401},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":449},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":424},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":397},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":462},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":653},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":426},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":409},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":434},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":477},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":597},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":506},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":520},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":457},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":569},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":418},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":810},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":495},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":16},PC-WEB,saasRent_人工调度台,2022-05-05
{"_portal_screenTrace":423},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":139},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":47},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":69},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":52},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":74},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":86},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":105},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":94},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":129},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":89},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace":129},MOBILE-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":415},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":294},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":494},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":401},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":388},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":470},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":377},PC-WEB,resident_人工调度台,2022-05-05
{"_portal_screenTrace_map":421},PC-WEB,resident_人工调度台,2022-05-05
