click_par,channel,page_name,create_dt
{"_portal_screenTrace_h5":377},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":520},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":291},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":520},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":460},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":493},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":335},home,dispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":343},home,dispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":422},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":588},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":888},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":571},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":601},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":650},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":607},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":530},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":821},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":165},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":391},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":371},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":664},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":539},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":500},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":514},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":600},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":695},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":413},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":498},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":768},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":595},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":3070},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":606},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":244},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":326},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":535},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":602},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":638},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":479},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":424},home,dispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":1103},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":437},home,dispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":364},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":886},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":310},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":425},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":427},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":425},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":486},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":531},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":511},home,dispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":804},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":499},home,dispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":585},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":641},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":629},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":607},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":724},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":502},home,orderDispatch_人工调度台,2022-07-12
{"_portal_screenTrace_h5":700},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":767},home,resident_人工调度台,2022-07-12
{"_portal_screenTrace_h5":235},home,resident_人工调度台,2022-07-12
