click_par,channel,page_name,create_dt
{"_portal_screenTrace_map":330},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":295},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":498},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":410},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":317},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":397},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":354},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":308},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":500},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":384},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":191},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":346},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":343},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":170},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":315},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":343},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":471},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":181},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":178},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":2900},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":125},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":523},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":429},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":353},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":341},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":346},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":147},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":398},PC-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":498},MOBILE-WEB,resident_人工调度台,2022-06-13
{"_portal_screenTrace_map":926},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":375},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":958},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":90},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":883},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":127},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":756},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":854},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":790},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":523},PC-WEB,orderDispatch_人工调度台,2022-06-13
{"_portal_screenTrace_map":450},PC-WEB,orderDispatch_人工调度台,2022-06-13
