click_par,channel,page_name,create_dt
{"_portal_screenTrace_h5":577},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":598},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":593},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":909},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":622},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":398},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":832},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":773},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":414},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":297},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":933},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":348},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":487},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":709},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":1391},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":440},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":598},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":489},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":303},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":392},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":773},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":564},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":408},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":250},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":298},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":243},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":248},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":359},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":249},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":277},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":215},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":336},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":211},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":280},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":234},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":712},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":527},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":442},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":325},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":508},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":565},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":694},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":566},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":567},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":566},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":553},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":550},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":641},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":487},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":462},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":727},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":770},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":796},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":706},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":483},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":569},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":507},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":635},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":350},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":638},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":766},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":553},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":568},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":545},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":465},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":583},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":457},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":541},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":669},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":463},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":562},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":520},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":689},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":586},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":591},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":697},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":468},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":394},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":620},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":215},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":606},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":648},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":294},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":590},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":508},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":477},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":523},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":463},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":553},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":706},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":901},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":790},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":556},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":695},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":484},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":884},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":545},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":714},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":493},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":553},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":557},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":478},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":447},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":381},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":330},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":617},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":497},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":463},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":364},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":964},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":474},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":579},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":434},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":517},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":627},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":431},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":3688},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":569},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":607},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":638},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":765},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":534},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":564},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":699},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":500},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":733},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":425},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":16556},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":563},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":469},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":756},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":558},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":519},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":667},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":776},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":695},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":684},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":630},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":591},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":874},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":294},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":845},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":653},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":749},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":723},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":803},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":562},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":434},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":865},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":390},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":471},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":818},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":270},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":615},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":473},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":276},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":335},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":748},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":371},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":259},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":378},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":378},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":427},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":544},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":257},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":465},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":4426},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":358},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":1003},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":514},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":476},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":478},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":476},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":540},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":456},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":408},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":658},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":500},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":442},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":294},home,dispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":547},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":1313},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":1150},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":358},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":628},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":533},home,orderDispatch_人工调度台,2022-07-16
{"_portal_screenTrace_h5":9967},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":3761},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":705},home,resident_人工调度台,2022-07-16
{"_portal_screenTrace_h5":388},home,resident_人工调度台,2022-07-16
